line,text
10155,in Washington. 
10156,The Los Angeles County investigation into the break-in at the 
10157,office of Dr. Lewis Fielding began before the appointment of a Special 
10158,Prosecutor. After Los Angeles County indictments were returned on 
10159,"September 4, 1973, the Special Prosecutor issued a statement in which "
10160,he made clear that the “Federal interest” in the Fielding break-in 
10161,predominated: 
10162,"This office has, from its beginning, been investigating the "
10163,"events leading to the break-in at Dr. Fielding's office, both specif- "
10164,ically and as part of a wider inquiry into other possibly illegal 
10165,activities purportedly undertaken in the name of “national 
10166,security.” 
10167,In our view the Federal interest in dealing with any possible 
10168,illegal activities by White House employees is clearly predominant. 
10169,The statement expressed confidence “that ways can be found of 
10170,avoiding conflict and confusion while the Federal investigation and 
10171,prosecution of any resulting indictments go forward.” 
10172,"The California case went forward on its own schedule, and de- "
10173,fendant G. Gordon Liddy was transferred from the D.C. jail to 
10174,California to await trial. When the Federal grand jury in Washington 
10175,"handed up indictments in the case on March 7, 1974, District Attorney "
10176,"Busch came to Washington, met with Jaworski, and agreed to seek "
10177,"court dismissal of the indictments pending against Krogh, Liddy and "
10178,"Young. He wished to retain a perjury charge against Ehrlichman, "
10179,"however, and Jaworski expressed no objection. "
10180,After their meeting Busch and Jaworski issued a joint statement 
10181,announcing the dismissal: 
10182,As a result of these discussions and for reasons assigned by the 
10183,"Special Prosecutor, District Attorney Busch has agreed to seek "
10184,dismissal of the charges of conspiracy and burglary as to David R. 
10185,"Young, John Ehrlichman and G. Gordon Liddy. Among the "
10186,reasons given for seeking to dismiss are that many of these issues 
10187,"involve matters of national interest and, therefore, would best be "
10188,"decided in the Federal court system. Also, the two indictments "
10189,would be exposing defendants to trial in two different jurisdic- 
10190,"tions and, in fairness to those defendants charged in both juris- "
10191,"dictions and in the interest of justice, they should be tried in one "
10192,jurisdiction. The perjury charge as to John Ehrlichman in Los 
10193,Angeles County will remain. It invokes protection solely of a 
10194,State interest. Mr. Jaworski expressed his deep appreciation to 
10195,zzs 
10196,Mr. Busch and his staff for their cooperation in resolving these 
10197,matters. 
10198,The perjury charge was dismissed in Los Angeles after sentencing 
10199,"in United States v. Mitchell, et al., on February 21, 1975. "
10200,******* 
10201,"In addition to the relations described above, WSPF also received "
10202,extensive help from other Federal agencies. Several of the regulatory 
10203,agencies were requested to furnish information related to WSPF 
10204,"investigations of campaign contributions, and office attorneys were "
10205,"permitted access to relevant files. In addition, when WSPF completed "
10206,a case wherein the subject matter was of interest to a regulatory 
10207,"agency, pertinent information was furnished to them. For example, the "
10208,Campaign Contributions Task Force had close liaison with the Securi- 
10209,ties and Exchange Commission which investigated and brought 
10210,subsequent proceedings against many of the corporations which had 
10211,pleaded guilty in WSPF cases. 
10212,"Support assistance in connection with witness security, witness "
10213,transportation and witness availability was received on an intensive 
10214,basis from the Bureau of Prisons and the United States Marshals 
10215,"Service, both agencies within the Department of Justice. The leader- "
10216,ship and personnel of both these agencies were always cooperative 
10217,and helpful to WSPF attorneys. 
10218,"Finally, officers from the Federal Protective Service (part of the "
10219,General Services Administration) served as guards and general 
10220,keepers of the security at WSPF’s offices. Officers were on duty 24 
10221,"hours each day, seven days each week throughout WSPF’s existence. "
10222,The security arrangements were under the supervision of Winslow 
10223,Joy of the Department of Justice.* They maintained the security 
10224,without flaw. 
10225,226
10226,Appendix G: 
10227,Press Relations 
10228,"By the time of Archibald Cox's appointment as Special Prosecutor, "
10229,“Watergate” had become the major journalistic event in the Nation. 
10230,"The Senate Select Committee hearings, which had begun a week "
10231,"earlier, were covered live daily by the major networks, enabling "
10232,millions of Americans to witness the unfolding of the scandal. 
10233,Inspired or embarrassed by the persistent investigative reports of the 
10234,"Washington Post , many reporters assigned to cover the affair scrambled "
10235,frantically in the competition to discover and reveal new examples of 
10236,executive branch misdeeds. Although Cox realized that his obligations 
10237,as a prosecutor would necessarily require that he conduct his work in 
10238,utmost confidentiality and that there would be little he could say to 
10239,"the press, he decided early in his tenure to establish a public affairs "
10240,office to handle what was certain to be a massive volume of inquiries 
10241,from the press and the public. 
10242,Cox was mindful of the national concern over Watergate and of 
10243,the public's right to be kept as fully informed as possible about the 
10244,work of his office. “The public deserves as much accurate information 
10245,as is consistent with the sometimes severe constraints placed on 
10246,"prosecutors as officers of the court,” he said when he announced the "
10247,establishment of the Public Affairs Office. In addition to observing 
10248,"these constraints, it was important to demonstrate the professional "
10249,competence and integrity of the office by maintaining the con- 
10250,fidentiality of information received in office interviews and grand 
10251,jury appearances. It was also important to instill confidence on the 
10252,part of potential witnesses that their dealings with the office would 
10253,not be subjected to unwarranted or premature public disclosure. 
10254,"At the time, a number of news stories had appeared — attributed "
10255,to sources in both the legislative and executive branches — which 
10256,purported to detail allegations against various figures linked to 
10257,Watergate. Cox was determined that his office would have no part in 
10258,adding to speculation concerning his work. His initial success in this 
10259,"endeavor was described by the New York Times , which reported on "
10260,May 31: 
10261,.An imposed silence fell over the Watergate criminal investi- 
10262,"gation today as Archibald Cox, the special prosecutor, and his "
10263,staff began reviewing the case. 
10264,227
10265,Mr. Cox seemed to be clearly in charge. His order to refrain 
10266,"from any kind of statement, comment or speculation about any "
10267,aspect of the investigation was being followed by usually talkative 
10268,sources in the Justice Department. 
10269,"In a memorandum to the staff dated August 15, Cox formalized "
10270,the office policy concerning press relations. “Aside from the normal 
10271,"restraints on a prosecutor, we have the added problems of the explosive "
10272,"nature of the matters we deal with, and the extra competitive strain "
10273,"on many of the reporters who cover us,” the memorandum noted. "
10274,"No one other than Cox, his task force heads and members of the "
10275,"senior staff were expected to talk to reporters, and then only rarely. "
10276,No attorney had permission to submit to an interview without 
10277,"clearance from the public information officer. As a general rule, only "
10278,the Special Prosecutor or his official spokesman was expected to 
10279,represent office policy to the press. 1 
10280,The public information office decided at the outset that it would 
10281,attempt to handle press inquiries and press problems on an individual 
10282,"basis whenever possible, avoiding general press briefings and press "
10283,releases. This meant that the number of telephone inquiries each day 
10284,"multiplied, but most of the 45 reporters who covered the office at "
10285,the height of public interest approved of a system in which they were 
10286,"handled separately, even if it meant waiting several hours in some "
10287,cases before their inquiries were answered. The number of daily tele- 
10288,phone calls sometimes ran to more than 200. A major effort was made 
10289,in the early weeks to convince reporters that the office intended to 
10290,"be “leakproof” and most reporters approved of this policy, providing "
10291,"it was adhered to. Partly because of severe space problems, there "
10292,was no press room at 1425 K Street. Newsmen were discouraged from 
10293,"coming to the offices without an appointment, and only on rare "
10294,occasions was a camera crew stakeout rewarded with an interview 
10295,by either a staff member or a visitor to the office. Often extra effort 
10296,was made to avoid such interviews by having individuals leave the 
10297,building through a side exit. 
10298,The basic guidelines for the Special Prosecutor’s relations with 
10299,"the press were judicial orders, regulations, and professional standards "
10300,"adopted by the U.S. District Court, the Department of Justice, and "
10301,"the American Bar Association. Once indictments were returned, the "
10302,attorneys and the public information office usually chose to err on 
10303,"1 “We have made it a general rule,” the August 15 memorandum noted, "
10304,“that we do not wish to have information disseminated as from a ‘source close 
10305,to the prosecution’ or any similar euphemism which makes it clear that it comes 
10306,from this office but that it is given anonymously. This device is sometimes used 
10307,by diplomats and others who wish to disseminate information but avoid the 
10308,embarrassment of admitting that they are the source. We are not in such 
10309,a position.” 
10310,228
10311,the side of caution and say nothing that could be construed as an 
10312,extrajudicial statement concerning a pending case. 
10313,"On the other hand, to give the public as much information as "
10314,possible about the Special Prosecutor’s office in the early stages of 
10315,"their work, both Special Prosecutors Cox and Jaworski made them- "
10316,selves available to reporters at occasional news conferences and in 
10317,formal interviews in their offices or at television studios. A number 
10318,of less formal visits were arranged with individual newsmen or news 
10319,organizations as a means of accommodating the intense media interest 
10320,"in the work of the office. In each case, it was understood in advance "
10321,that no confidential material would be disclosed. 
10322,The secrecy with which the Special Prosecutor’s office operated 
10323,appeared to the press at times excessive. Some members of the press 
10324,were especially dissatisfied with what seemed to be excessive secrecy 
10325,surrounding court proceedings in which WSPF was involved — the 
10326,"sealing of court documents, lack of detail in court papers and failure "
10327,to disclose fully what alleged offenses were disposed of through 
10328,"negotiated guilty pleas. More generally, the notoriety of the cases "
10329,"brought by the office, the massive press and public interest in the "
10330,"outcome of the office’s investigations, the amount of evidentiary "
10331,material laid out on the public record by the Senate Select Com- 
10332,"mittee and others, and the President’s possible personal involvement "
10333,created intense pressure to find out what was going on behind the 
10334,heavily guarded entrance to the Special Prosecutor’s office. This 
10335,pressure worried prosecutors who were not used to operating under 
10336,such intense public scrutiny and who were concerned that massive 
10337,publicity could jeopardize the cases they had laboriously and care- 
10338,fully investigated. 
10339,Many reporters covering the office felt that the “legal considera- 
10340,tions” advanced for secrecy did not justify denying them information 
10341,to which they felt entitled. As one reporter put it : 
10342,I think your office has put together one of the best bands of 
10343,"lawyers this town has ever known, but they are still government "
10344,lawyers and they think like government lawyers. And government 
10345,"lawyers, and other Washington lawyers, got us into this mess in "
10346,"the first place. So I think in this area of cases above all, we need "
10347,to know more about the way government lawyers think and why 
10348,they decide to do things and not to do things. Lawyers don’t 
10349,like to talk about those things and over the years they have 
10350,developed all sorts of fancy reasons not to. And since congressmen 
10351,(mostly) and judges (entirely) — the only ones with subpoena 
10352,"powers — are lawyers too, nobody can make them. But I think "
10353,you ought to be prepared to explain your decisions. And if you’re 
10354,"not, you ought to be prepared to explain why you’re not. "
10355,Most Government agencies (like other organizations) are affected 
10356,"by leaks, which usually result from attempts by individuals within "
10357,the agency to explain or defend their actions or to ingratiate them- 
10358,"selves with journalists, and from good detective work by newsmen. "
10359,The Watergate Special Prosecution Force had two particular concerns 
10360,about leaks: that they would create prejudicial publicity which 
10361,"might jeopardize investigations and prosecutions, and that they "
10362,would reflect poorly on the professionalism and the impartiality of 
10363,the staff. 
10364,"Fortunately, WSPF experienced very few suspected leaks. In "
10365,"August 1973, it was discovered that some information discarded as "
10366,trash had made its way to the Washington Post. A shredder was pur- 
10367,chased to prevent any such experience in the future. In three other 
10368,"situations (one in the summer of 1973, one in early 1974, and the last "
10369,"in early 1975), stories appeared which some thought might have origi- "
10370,"nated at least indirectly from WSPF staff members. As a result, in an "
10371,"attempt to ascertain the source of the stories, the Special Prosecutor "
10372,directed that all employees who had access to the information sign 
10373,affidavits as to any discussions they may have had with reporters. No 
10374,improprieties were discovered. 
10375,"Apart from dealing with representatives of the news media, the "
10376,public information office handled relations with its counterparts at 
10377,the Department of Justice and the White House. Relations with the 
10378,Justice Department’s Office of Public Information (PIO) were kept 
10379,friendly but distant in order to emphasize WSPF’s independence. 
10380,While the offices frequently consulted on press inquiries of mutual 
10381,"concern, neither attempted to go beyond this level. Justice PIO did "
10382,not supervise the prosecution force PIO and neither discussed with 
10383,the other any dealings which the Special Prosecutor might be having 
10384,with the Attorney General or other departmental officials. 
10385,Relations with the White House press office were almost non- 
10386,existent during the Nixon Administration. Some members of the 
10387,White House staff who had frequent dealings with the press often 
10388,"attacked the prosecution staff, usually on a background basis not "
10389,directly attributable to the quoted party. WSPF responded to re- 
10390,"porters regarding these criticisms, but rarely contacted White House "
10391,"staff members. In one instance, however, Special Prosecutor Jaworski "
10392,wrote to White House press secretary Ronald Ziegler to refute Ziegler’s 
10393,public inference that the WSPF staff was acting from politically 
10394,partisan motives. 
10395,Relations with the White House press office during the Ford 
10396,Administration were friendly but infrequent. 
10397,230
10398,Appendix H: 
10399,Information Section 
10400,WSPF created an Information Section to provide a computerized 
10401,information retrieval system from a data base consisting of sworn 
10402,"testimony, office interviews and documentary evidence. In addition "
10403,"to its computer-based functions, the Information Section served as "
10404,a centralized paralegal staff used for individual projects in each of 
10405,WSPF’s task forces. 
10406,EARLY HISTORY 
10407,One of the major problems facing WSPF attorneys in the summer 
10408,of 1973 was assimilating the enormous — and increasing — volume of 
10409,information available both on the public record and in private 
10410,documents concerning the subject matter of many of the office’s 
10411,"investigations. Special Prosecutor Cox, aware that the flow of informa- "
10412,tion into the office was too great to be collated and analyzed by his 
10413,"prosecutors, established an Information Section to pull together the "
10414,material already available and to prepare for an even greater volume 
10415,of testimony and documentary information as the staff and the scope 
10416,of investigations expanded. 
10417,Lawyers' Summaries 
10418,"In late June 1973, the Information Section consisted of ten recent "
10419,"law school graduates who manually summarized grand jury, civil, and "
10420,"Congressional testimony. They worked 60 to 70 hours a week, con- "
10421,centrating on testimony given before the Senate Select Committee 
10422,on Presidential Campaign Activities (SSC). The changing requirements 
10423,of WSPF task forces often shifted the information needs from one 
10424,"witness or event to another, and thus aggravated the difficulties "
10425,caused by the heavy volume of testimony. By late July the young 
10426,"lawyers, who had been told that this would be a temporary assignment "
10427,and who had become dissatisfied with the tedium and the changing 
10428,"demands put upon them, were reassigned to task forces and to the "
10429,Counsel’s staff. 
10430,231
10431,Planning lor Computerization 
10432,"While the summarizing project was still in process, Harry Bratt, "
10433,"an administrator with previous experience in computer sytems, had "
10434,been detailed from the Law Enforcement Assistance Administration 
10435,to study the possibility of establishing a computer operation to handle 
10436,the volume of information. Assisted by a research anatyst with para- 
10437,"legal experience and a lawyer with computer expertise, Bratt began "
10438,"evaluating computer systems, particularly the testimony abstraction "
10439,system used by the Senate Select Committee. 
10440,It was evident that WSPF would encounter certain problems in 
10441,undertaking a computerized information retrieval system — the need 
10442,"for security, the shifting nature of prosecutors’ information require- "
10443,"ments, attorneys’ traditional maintenance of files and records accord- "
10444,"ing to their individual styles, and lack of use or trust by attorneys "
10445,as to computer operations. Bratt recommended undertaking such an 
10446,operation only if arrangements could be made for a joint effort with 
10447,the Select Committee. 
10448,The SSC staff agreed to show WSPF all aspects of the Committee’s 
10449,computer operation and to assist in developing a system for the 
10450,"Prosecution Force. WSPF and SSC staffs also agreed, subject to the "
10451,"Committee’s approval, that if WSPF decided to undertake computer- "
10452,ization they would provide to each other all computer records their 
10453,staffs prepared from publicly available material . 1 
10454,"The Library of Congress, which developed and maintained the "
10455,"SSC’s computer system, agreed to provide a similar service for WSPF "
10456,"on a cost reimbursable basis, after obtaining approval to engage in a "
10457,non-Congressional project. The Library’s facilities provided the ad- 
10458,vantages of a high level of security and rapid start-up time gained 
10459,"from utilizing the SSC’s already operational system. On this basis, "
10460,Cox approved undertaking a computer operation similar to the Select 
10461,"Committee’s, and Bratt was formally hired to head the operation. "
10462,1 The Committee subsequently approved this agreement and allowed WSPF 
10463,to copy the computer tape containing its records prepared from the Committee's 
10464,public hearings. As additional public materials — press clippings and other public 
10465,"testimony — were computerized, the Committee provided updated tapes. Later, "
10466,the Committee gave WSPF a copy of the computer tape of its records prepared 
10467,"from non-public materials — its staff interviews, its Executive Session hearings, "
10468,and some telephone records and diaries which the Committee had acquired. 
10469,"Subsequently, much of this non-public material was made public in the SSC's "
10470,"final report. WSPF eventually computerized several diaries and, since the Com- "
10471,"mittee also had acquired copies of them, provided a computer tape of the records "
10472,prepared from the diaries to the Committee. All other material computerized 
10473,by WSPF was prepared from non-public materials which the Committee did not 
10474,already have and hence was not provided to the Committee. 
10475,232
10476,Organisation of WSPF's Computer System 
10477,"After some staff discussion and disagreements, Cox decided that "
10478,grand jury testimony and WSPF and FBI interviews would be given 
10479,"computer input priority over the diaries, logs and other documentary "
10480,"evidence available from witnesses. By August 27, a list of the most "
10481,important witnesses had been prepared with highest priorities reserved 
10482,"for testimony and statements concerning the Fielding break-in, the "
10483,"break-in of DNC headquarters at the Watergate Office Building, and "
10484,the efforts to conceal the connection between those who performed 
10485,these break-ins and White House and CRP officials. 
10486,"A computer input format, similar to that used by the Select Com- "
10487,"mittee, was developed. It contained the following fields 2 : "
10488,1. Record number. 
10489,2. Name of witness; date of testimony or interview; and a com- 
10490,puter sort number based on date of testimony or interview. 
10491,"3. Forum (grand jury, WSPF interview, or FBI interview); and "
10492,page(s) of transcript or interview write-up on which the wit- 
10493,ness’ testimony or statements about an event were located. 
10494,4. Summary of testimony or statements about an event; and 
10495,name of person who summarized it. 
10496,5. Comment; name of commentator; and date of comment (this 
10497,allowed the summarizer or anyone else to point out conflicts 
10498,"between different accounts of the same event, to note informa- "
10499,tion such as the date of the event or persons involved in it 
10500,"when the witness did not explicitly state them, and so forth). "
10501,6. Name of person involved in the event; date of event; and a 
10502,sort number based on date of event (there would be an entry 
10503,in this field for each person involved in the event) . 
10504,7. Subject code (as many entries in this field as broad subjects 
10505,"to which the event related — Watergate, campaign contributions, "
10506,etc.). 
10507,This input format allowed retrieval of information from the 
10508,computer data base in the following ways : 
10509,1. Records of statements by a certain witness. 
10510,2. Records about events relating to a certain person. 
10511,3. Records about events relating to a certain topic. 
10512,4. Records about events in which statements were attributed to a 
10513,certain person. 
10514,5. Records containing any key word or phrase or combination of 
10515,key words or phrases. 
10516,2 A “field” is a length of characters which always represents the same type of 
10517,"information, e.g., the computer date field “750416” has a length of six characters "
10518,"and always represents the date by year (2 characters), month (2 characters), and "
10519,"day (2 characters). The information in the field may change from record to record, "
10520,but this particular field always represents the date. 
10521,233
10522,591-439 0 - 75-16 
10523,"Other retrievals and combinations of retrievals were possible, and "
10524,all of the records retrieved could be sorted to print in chronological 
10525,order. 
10526,WSPF contracted with the Library of Congress for systems 
10527,"analysis and processing, and the Library agreed to provide the "
10528,"services of a senior systems analyst, programmers, and operations "
10529,personnel on a cost-reimbursable basis. 3 Two evenings each week 
10530,were reserved for processing WSPF's data files. To accommodate 
10531,"security requirements, the Library scheduled these computer runs "
10532,"between midnight and 8 a.m., when all on-line (teleprocessing) "
10533,"terminals to the computers were shut off, and arranged that no other "
10534,processing would be performed while WSPF data were being processed. 
10535,"As a further precaution, it was agreed that only the computer operator "
10536,and a representative of WSPF would be allowed in the computer 
10537,room during the computer runs. The Library also permitted WSPF 
10538,"to install a safe, to which only WSPF staff had the combination, "
10539,"in a vault at the Library for storage of tapes, disc packs, and print "
10540,"ribbons. All printouts, carbons, and key punch cards were to be "
10541,taken back to the WSPF office after each computer run. 
10542,In mid-August the Select Committee's information staff provided 
10543,a two-week training course for the first four research analysts hired 
10544,and in early September they began preparing input records. Input 
10545,records were typed on key-to-tape machines. The tapes were later 
10546,converted to computer readable form. 
10547,"For its own operation, WSPF’s Information Section decided to "
10548,make several changes in the SSC's input procedures. WSPF assigned 
10549,a research analyst all of a witness' testimony and other statements 
10550,to abstract — rather than splitting transcripts and shifting assignments 
10551,"to meet immediate priorities as the Committee’s staff did. Also, WSPF "
10552,required abstraction of testimony in much greater detail than did the 
10553,Select Committee. The Information Section felt that it should not 
10554,judge what was or was not important in a witness’ response to a 
10555,"question, knowing that frequently a point made by a witness or a "
10556,vague remark which seems insignificant in one context could be very 
10557,significant in another context or to another questioner. 
10558,The Information Section also decided to institute a quality control 
10559,check for all records prepared for computer input. Few if any of the 
10560,prosecutors hired by WSPF had worked with a paralegal staff or had 
10561,"used computerized methods, and therefore the accuracy of the data "
10562,was critical to the section's ability to convince the prosecutors of the 
10563,usefulness of computer services. Senior research analysts reviewed all 
10564,records against the transcripts. 
10565,"3 The computer contract with the Library cost $100,000 over a two-year "
10566,period. This figure excludes Information Section salary and expense costs. 
10567,234
10568,The Select Committee's input procedures allowed very quick 
10569,"“turnaround time"" — the time between receiving transcripts to ab- "
10570,stract and having records in the computer — and the Committee staff 
10571,used printouts of statements by a witness and of references to him for 
10572,questioning that witness in public session hearings. Under the pro- 
10573,"cedures adopted by the Information Section, particularly the detail "
10574,"and quality control requirements, the turnaround time was consider- "
10575,ably lengthened. 
10576,In the fall of 1973 additional staff was hired for the Information 
10577,"Section. Eventually a staff of two reviewers, six research analysts "
10578,and two typists seemed to provide a balanced flow of work for tes- 
10579,"timony abstraction. By mid-winter, with the added staff and the reso- "
10580,"lution of procedural questions, the Section could prepare "
10581,approximately 900 records for computer input each month. 4 
10582,ACTIVITIES OF THE INFORMATION SECTION 
10583,Computerization of Testimony and Other Witness Statements 
10584,For its first project the Information Section abstracted and 
10585,computerized testimony and other statements of people with knowl- 
10586,edge of the Fielding break-in or the Watergate cover-up. The section 
10587,developed a goal of completing this project in time to aid the Plumbers 
10588,and Watergate Task Forces in their preparation for indictments and 
10589,"trial. In fact, completion could not be accomplished until after the "
10590,"indictments had occurred, but well before the trial dates. "
10591,"By May 1974 virtually all relevant grand jury testimony, office "
10592,"interviews, and other statements by defendants and major witnesses "
10593,in the Fielding break-in case had been abstracted and entered in the 
10594,"computer. By late May, the project produced chronological printouts "
10595,of all statements by each defendant and major witness and cross- 
10596,reference printouts of what each of these people had said about the 
10597,others. A lawyer from the trial team prepared a list of significant 
10598,"events to be proved at the trial, and the research analysts determined "
10599,the various accounts of these events by each witness and defendant 
10600,"and noted any discrepancies therein. The chronological printouts, "
10601,"cross-reference printouts, and analyses were provided to the trial "
10602,team as aids in reviewing with witnesses what they would be ques- 
10603,tioned about at the trial and in evaluating the defendants' expected 
10604,"4 Roughly, 150 pages of testimony produced 100 records. Under WSPPs input "
10605,"procedures, each research analyst could abstract approximately 225 pages of "
10606,testimony per month. The number of records produced from the interview write- 
10607,"ups varied greatly, depending on the style of the writer. The actual number of "
10608,records entered in the computer per month varied throughout the period of this 
10609,project because of frequent temporary transfer of analysts to other projects. 
10610,235
10611,"defenses. In addition, during the United States v. Ehrlichman trial, "
10612,special reports were run at the request of the trial team to review 
10613,prior testimony by and about defense witnesses as a basis for antici- 
10614,pating their trial testimony and planning their cross-examination. 
10615,By the summer of 1974 the Section had completed computerizing 
10616,relevant testimony and other statements by the defendants in the 
10617,Watergate cover-up case and most of the testimony and other state- 
10618,ments by the witnesses deemed by the Watergate task force to be 
10619,computer priorities. These records were merged with records from 
10620,the Select Committee’s data base. Chronological printouts of state- 
10621,ments by each defendant and each witness were not analyzed by the 
10622,"analysts as had been done for the Fielding case, but were given "
10623,directly to the lawyers of the trial team as aids in preparing for 
10624,trial. 
10625,Also in the summer of 1974 the section began computerizing 
10626,testimony and other statements of several witnesses in a Campaign 
10627,Contributions Task Force investigation. This was abandoned later 
10628,because of the then pressing demands of the Watergate cover-up 
10629,trial. 
10630,"On the whole, computerizing testimony and other witness state- "
10631,ments proved far more time-consuming and was far less used in the 
10632,Watergate case than had been anticipated. Usage in the Fielding 
10633,break-in case and in other investigations was much greater. Certain 
10634,attorneys and their investigations were more amenable to use of the 
10635,computerized data than were others. These attorneys developed com- 
10636,binations of name references and key word queries to retrieve man- 
10637,ageable and valuable information from the data base. This technique 
10638,generally exploited the more lengthy SSC data base and was used to 
10639,great advantage in later work with diary entries and telephone records. 
10640,"The name or word search, typically at the beginning of an investiga- "
10641,"tion, provided a fairly comprehensive picture of the SSC’s prior "
10642,investigation. 
10643,Documentary Evidence 
10644,1. Diaries and Appointment Logs. In February 1974 the Informa- 
10645,tion Section began computerizing several diaries and appointment logs 
10646,which had been acquired by the Campaign Contributions Task Force. 
10647,The analysts adoped an input format virtually identical to that used 
10648,for abstracting transcripts and created a subject code which would 
10649,allow these records to be retrieved from the computer either in con- 
10650,junction with testimonial records or as a separate data base. Diary 
10651,"and log entries were recorded exactly as stated, rather than sum- "
10652,"marized, except that abbreviations and short notations were clarified. "
10653,Diary records were much quicker to abstract and consequently 
10654,"typing became very backlogged. Approximately 12,000 diary records "
10655,236
10656,were transcribed in three months and typing was completed about 
10657,"three months later. 5 Because of the unforeseen typing lag, computer- "
10658,izing each entry in these diaries took much longer to complete than 
10659,expected. The computer offered cross reference and selective retrieval 
10660,"capacities, both of which proved valuable because the wealth of "
10661,material pertinent to several investigations could not otherwise be 
10662,assimilated. Manual searches by several different investigation teams 
10663,would have been very time consuming and not as reliable. 
10664,"This system proved invaluable, for example, with a cooperating "
10665,witness who had furnished various of his diaries that showed his 
10666,contacts with potential campaign contributors over a four-year period. 
10667,The abstractors became adept at reading the diarist’s handwriting 
10668,and abbreviations. Cross reference provided a method of checking 
10669,whether and when an individual or corporation was mentioned. 
10670,Selective retrieval was used to pull all records referring to any of a list 
10671,of individuals or subjects (keywords). This enabled investigators to 
10672,pull selectively where contacts were very frequent but on varied 
10673,topics. 
10674,Lawyers used the computer reports to prepare their questions for 
10675,interviews of the diarist about his contacts with contributors and for 
10676,questioning other key people involved in campaign and fund raising. 
10677,"In addition, diary abstracts were also used for questioning the included "
10678,persons about contacts they had had with the diarist. The entries 
10679,conveyed much about the diarist’s styles of operation. Computer 
10680,input of the diaries was substantially complete and ready for the 
10681,comprehensive interviews of the witness in early summer 1974. 
10682,Printouts were supplemented by manual searches of the untyped 
10683,"abstracts. In addition to the cross-reference reports, printouts inter- "
10684,filing all references to any of a list of persons mentioned or key words 
10685,contained in the diary proved valuable in several investigations. 
10686,2. Telephone Toll Records. A telephone toll record project began 
10687,in spring 1974 with the receipt of the SSC’s computer file based on 
10688,telephone records the SSC had received in connection with their 
10689,investigation of a matter also under inquiry by WSPF. In order to 
10690,make the SSC file usable the Information Section and the Library of 
10691,Congress developed a program to match a list of subscribers’ names 
10692,compiled by the SSC to the appropriate called or calling numbers. 
10693,"When this step had been accomplished in fall 1974, the attorney in "
10694,charge of the investigation requested that telephone bills subpoenaed 
10695,by WSPF from persons under investigation and an IRS computer 
10696,5 The relationship of analyst effort to typist effort is difficult to appraise. 
10697,"Of the four analysts who worked on the project, two had continuing transcript "
10698,assignments and two had competing responsibilities. Transcript records con- 
10699,stituted roughly one-third of the typing during the spring and summer. The best 
10700,estimate of allotment of work for the diary project is 2J4 analysts to % reviewer 
10701,to four typists. 
10702,237
10703,file of related telephone records be merged with the Senate file. The 
10704,IRS data and the new input of records were also checked against the 
10705,"subscribers’ list; and subscriber names, if identified, were added to the "
10706,records. In the course of the investigation this process was repeated 
10707,several times as the table of known parties called was expanded. 
10708,Comprehensive chronological printouts and printouts showing all 
10709,calls to each number were then obtained. The printout reflected the 
10710,"date of the telephone call, the name of the subscriber of the calling "
10711,"number, the number called, the name of the subscriber of the number "
10712,"called, if known, and the cost and time of the call when that informa- "
10713,tion appeared on the bill. These printouts were used by the research 
10714,analyst assisting in the investigation to study patterns of contact 
10715,among the persons being investigated. This information was then 
10716,used to issue subpoenas to telephone companies to learn selected 
10717,called subscribers’ names. Analysis of this information provided 
10718,valuable leads for questioning witnesses and for tracking the activities 
10719,of persons under investigation. 
10720,3. Indexing . A computer indexing project was undertaken in a 
10721,"major investigation to organize a substantial body of correspondence, "
10722,"memoranda, and other personal papers of witnesses and defendants. "
10723,"The writer (s), receiver (s), date and substance of all important docu- "
10724,"ments — letters, memoranda, notes, etc. — obtained in the investigation "
10725,were indexed and entered in the computer in the following format: 
10726,1. Author; date of document; computer sort number based on 
10727,date of document. 
10728,2. Type of document; number of pages. 
10729,3. Addressee. 
10730,4. Brief synopsis. 
10731,"5. Names of persons who drafted, approved, or in any other way "
10732,"helped prepare or were connected with the document, including "
10733,persons who received copies (if such information was reflected 
10734,on the document). 
10735,6. Comments (such as whose copy WSPF had obtained). 
10736,"7. All persons mentioned, including author, addressee and persons "
10737,mentioned in the synopsis (separate entry for each person) . 
10738,Category 7 and the computer sort number were used to arrange 
10739,"the information in categories 1-6 in cross-reference reports, thus or- "
10740,ganizing all documentary references to each person in chronological 
10741,order. This retrieval capability proved so satisfactory that a second 
10742,stage was undertaken: information culled from other documentary 
10743,"sources — diaries, telephone bills, business records of time spent on "
10744,"work for clients, etc. — was added to the computer data base in a "
10745,compatible format so that it could be retrieved in conjunction with 
10746,the initial input of records. 
10747,"Final cross-reference reports which reflected, for each defendant "
10748,"and witness, all relevant documents he had written, received, been "
10749,"connected with, or been mentioned in, all relevant telephone contacts "
10750,238
10751,"and meetings he had had, and all relevant actions he had taken, were "
10752,then obtained and provided to the lawyers to use in preparation for 
10753,trial. One of the significant factors in the success of this project was 
10754,that the investigators analyzed the importance of documents and other 
10755,facts before computer input was undertaken. This speeded the input 
10756,time and minimized the number of irrelevant records on the printouts. 
10757,"Generally, computer projects involving documentary evidence "
10758,proved far more valuable to the prosecutors than earlier projects 
10759,oriented to testimony. Each was undertaken at the specific request of 
10760,"the lawyer or lawyers who desired to use the output, with the lawyers "
