Page,Text,Definition (Appendix),
390,That point is illustrated by examples of conduct that would and would not satisfy the stringent corrupt-motive standard. Direct or indirect action by the President to end a criminal investigation into his own or his family members' conduct to protect against personal embarrassment or legal liability would constitute a core example of corruptly motivated conduct.,,
390,"So too would action to halt an enforcement proceeding that directly and adversely affected the President's financial interests for the purpose of protecting those interests. In those examples, 1091 A possible remedy through impeachment for abuses of power would not substitute for potential criminal liability after a President leaves office. Impeachment would remove a President from office, but would not address the underlying culpability of the conduct or serve the usual purposes of the criminal law.",,
390,"Indeed, the Impeachment Judgment Clause recognizes that criminal law plays an independent role in addressing an official's conduct, distinct from the political remedy of impeachment. See U.S. CONST. ART.",,
390,"I, 3, cl. 7. Impeachment is also a drastic and rarely invoked remedy, and Congress is not restricted to relying only on impeachment, rather than making criminal law applicable to a former President, as OLC has recognized. A Sitting President's Amenability to Indictment and Criminal Prosecution, 24 Op. O.L.C. at 255 (""Recognizing an immunity from prosecution for a sitting President would not preclude such prosecution once the President's term is over or he is otherwise removed from office by resignation or impeachment."").",,
391,"official power is being used for the purpose of protecting the President's personal interests. In contrast, the President's actions to serve political or policy interests would not qualify as corrupt.",,
391,The President's role as head of the government necessarily requires him to take into account political factors in making policy decisions that affect law-enforcement actions and proceedings.,,
391,"For instance, the President's decision to curtail a law-enforcement investigation to avoid international friction would not implicate the obstruction-of-justice statutes. The criminal law does not seek to regulate the consideration of such political or policy factors in the conduct of government. And when legitimate interests animate the President's conduct, those interests will almost invariably be readily identifiable based on objective factors. Because the President's conduct in those instances will obviously fall outside the zone of obstruction law, no chilling concern should arise. b. There is also no reason to believe that investigations, let alone prosecutions, would occur except in highly unusual circumstances when a credible factual basis exists to believe that obstruction occurred. Prosecutorial action enjoys a presumption of regularity: absent ""clear evidence to the contrary, courts presume that [prosecutors] have properly discharged their official duties."" Armstrong, 517 U.S. at 464 (quoting United States v. Chemical Foundation, Inc., 272 U.S. 1, 14 -- 15 (1926)). The presumption of prosecutorial regularity would provide even greater protection to the President than exists in routine cases given the prominence and sensitivity of any matter involving the President and the likelihood that such matters will be subject to thorough and careful review at the most senior levels of the Department of Justice. Under OLC's opinion that a sitting President is entitled to immunity from indictment, only a successor Administration would be able to prosecute a former President. But that consideration does not suggest that a President would have any basis for fearing abusive investigations or prosecutions after leaving office. There are ""obvious political checks"" against initiating a baseless investigation or prosecution of a former President. See Administrator of General Services, 433 U.S. at 448 (considering political checks in separation-of-powers analysis). And the Attorney General holds ""the power to conduct the criminal litigation of the United States Government,"" United States v. Nixon, 418 U.S. at 694 (citing 28 U.S.C. 516), which provides a strong institutional safeguard against politicized investigations or prosecutions. 1092 1092 Similar institutional safeguards protect Department of Justice officers and line prosecutors against unfounded investigations into prosecutorial acts. Prosecutors are generally barred from participating in matters implicating their personal interests, see 28 C.F.R. 45.2, and are instructed not to be influenced by their ""own professional or personal circumstances,"" Justice Manual § 9-27.260, so prosecutors would not frequently be in a position to take action that could be perceived as corrupt and personally motivated. And if such cases arise, criminal investigation would be conducted by responsible officials at the Department of Justice, who can be presumed to refrain from pursuing an investigation absent a credible factual basis. Those facts distinguish the criminal context from the common-law rule of prosecutorial immunity, which protects against the threat of suit by ""a defendant [who] often will transform his resentment at being prosecuted into the ascription of improper and malicious actions."" Imbler v. Pachtman, 424 U.S. 409, 425 (1976). As the Supreme Court has noted, the existence of civil immunity does not justify criminal immunity. See O'Shea v. Littleton, 414 U.S. 488, 503 (1974)(""Whatever may be the case with respect to civil liability generally,... we have never held that the performance of the duties of judicial, legislative, or executive officers, requires or contemplates the immunization of otherwise criminal deprivation of constitutional rights."")(citations omitted).",,
392,"These considerations distinguish the Supreme Court's holding in Nixon v. Fitzgerald that, in part because inquiries into the President's motives would be ""highly intrusive,"" the President is absolutely immune from private civil damages actions based on his official conduct. 457 U.S. at 756-757. As Fitzgerald recognized, ""there is a lesser public interest in actions for civil damages than, for example, in criminal prosecutions."" Fitzgerald, 457 U.S. at 754 n.37; see Cheney, 542 U.S. at 384. And private actions are not subject to the institutional protections of an action under the supervision of the Attorney General and subject to a presumption of regularity. Armstrong, 517 U.S. at 464. c. In the rare cases in which a substantial and credible basis justifies conducting an investigation of the President, the process of examining his motivations to determine whether he acted for a corrupt purpose need not have a chilling effect. Ascertaining the President's motivations would turn on any explanation he provided to justify his actions, the advice he received, the circumstances surrounding the actions, and the regularity or irregularity of the process he employed to make decisions. But grand juries and courts would not have automatic access to confidential presidential communications on those matters; rather, they could be presented in official proceedings only on a showing of sufficient need. Nixon, 418 U.S. at 712; In re Sealed Case, 121 F.3d 729, 754, 756-757 (D.C. Cir. 1997); see also Administrator of General Services, 433 U.S. at 448-449 (former President can invoke presidential communications privilege, although successor's failure to support the claim ""detracts from [its) weight').",,
392,"In any event, probing the President's intent in a criminal matter is unquestionably constitutional in at least one context: the offense of bribery turns on the corrupt intent to receive a thing of value in return for being influenced in official action. 18 U.S.C. 201(b)(2). There can be no serious argument against the President's potential criminal liability for bribery offenses, notwithstanding the need to ascertain his purpose and intent. See U.S. CONST. ART. I, 3; ART. II, § 4; see also Application of 28 U.S.C. § 458 to Presidential Appointments of Federal Judges, 19 Op. O.L.C. at 357 n.11 (""Application of § 201[to the President] raises no separation of powers issue, let alone a serious one.""). d. Finally, history provides no reason to believe that any asserted chilling effect justifies exempting the President from the obstruction laws. As a historical matter, Presidents have very seldom been the subjects of grand jury investigations. And it is rarer still for circumstances to raise even the possibility of a corrupt personal motive for arguably obstructive action through the President's use of official power. Accordingly, the President's conduct of office should not be chilled based on hypothetical concerns about the possible application of a corrupt-motive standard in this context.",,
392,"In sum, contrary to the position taken by the President's counsel, we concluded that, in light of the Supreme Court precedent governing separation-of-powers issues, we had a valid basis for investigating the conduct at issue in this report. In our view, the application of the obstruction statutes would not impermissibly burden the President's performance of his Article II function to supervise prosecutorial conduct or to remove inferior law-enforcement officers. And the protection of the criminal justice system from corrupt acts by any person -- including the President -- accords with the fundamental principle of our government that ""[n] o [person] in this 180",,
393,"country is so high that he is above the law."" United States v. Lee, 106 U.S. 196, 220 (1882); see also Clinton v. Jones, 520 U.S. at 697; United States v. Nixon, supra.",,
394,IV. CONCLUSION,,
394,"Because we determined not to make a traditional prosecutorial judgment, we did not draw ultimate conclusions about the President's conduct. The evidence we obtained about the President's actions and intent presents difficult issues that would need to be resolved if we were making a traditional prosecutorial judgment. At the same time, if we had confidence after a thorough investigation of the facts that the President clearly did not commit obstruction of justice, we would so state. Based on the facts and the applicable legal standards, we are unable to reach that judgment. Accordingly, while this report does not conclude that the President committed a crime, it also does not exonerate him.",,
395,Appendix A,,
396,Blank,,
397,"Office of the Deputy Attorney General Washington, D.U. 20530 ONE NRC ORDER NO. 3915-2017",,
397,APPOINTMENT OF SPECIAL COUNSEL,,
397,TO INVESTIGATE RUSSIAN INTERFERENCE WITH THE,,
397,"2016 PRESIDENTIAL ELECTION AND RELATED MATTERS By virtue of the authority vested in me as Acting Attorney General, including 28 U.S.C.",,
397,"S8 509, 510, and 515, in order to discharge my responsibility to provide supervision and management of the Department of Justice, and to ensure a full and thorough investigation of the Russian government's efforts to interfere in the 2016 presidential election, I hereby order as follows: (a) Robert S. Mueller III is appointed to serve as Special Counsel for the United States Department of Justice.",,
397,"(b) The Special Counsel is authorized to conduct the investigation confirmed by then-FBI Director James B. Comey in testimony before the House Permanent Select Committee on Intelligence on March 20, 2017, including:",,
397,(i) any links and/or coordination belween the Russian government and individuals associated with the campaign of President Donald Trump; and,,
397,(ii) any matters that arose or may arise directly from the investigation; and,,
397,(iii) any other matters within the scope of 28 C.F.R. § 600.4(a).,,
397,"(c) If the Special Counsel believes it is necessary and appropriate, the Special Counsel is authorized to prosecute federal crimes arising from the investigation of these matters.",,
397,(d) Sections 600.4 through 600.10 of Title 28 of the Code of Federal Regulations are applicable to the Special Counsel.,,
398,[Blank Page],,
399,[Blank Page],,
400,[Blank Page],,
401,APPENDIX B: GLOSSARY,,
401,The following glossary contains names and brief descriptions of individuals and entities referenced in the two volumes of this report. It is not intended to be comprehensive and is intended only to assist a reader in the reading the rest of the report.,,
401,Referenced Persons,,
401,"Agalarov, Aras Russian real-estate developer (owner of the Crocus Group); met Donald Trump in connection with the Miss Universe pageant and helped arrange the June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya and Trump Campaign officials.",,
401,"Agalarov, Emin","Performer, executive vice president of Crocus Group, and son of Aras Agalarov; helped arrange the June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya and Trump Campaign officials.",
401,"Akhmetov, Rinat","Former member in the Ukrainian parliament who hired Paul Manafort to conduct work for Ukrainian political party, the Party of Regions.",
401,"Akhmetshin, Rinat","U.S. lobbyist and associate of Natalia Veselnitskaya who attended the June 9, 2016 meeting at Trump Tower between Veselnitskaya and Trump Campaign officials.",
401,"Aslanov, Dzheykhun (Jay)","Head of U.S. department of the Internet Research Agency, which engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
401,"Assange, Julian","Founder of WikiLeaks, which in 2016 posted on the internet documents stolen from entities and individuals affiliated with the Democratic Party.",
401,"Aven, Petr",Chairman of the board of Alfa-Bank who attempted outreach to the Presidential Transition Team in connection with anticipated post-election sanctions.,
401,"Bannon, Stephen (Steve)",White House chief strategist and senior counselor to President Trump (Jan. 2017 -- Aug. 2017); chief executive of the Trump Campaign.,
401,"Baranov, Andrey","Director of investor relations at Russian state-owned oil company, Rosneft, and associate of Carter Page.",
401,"Berkowitz, Avi",Assistant to Jared Kushner.,
401,"Boente, Dana",Acting Attorney General (Jan. 2017 - Feb. 2017); Acting Deputy Attorney General (Feb. 2017 -- Apr. 2017).,
401,"Bogacheva, Anna","Internet Research Agency employee who worked on ""active measures"" social media campaign to interfere in in the 2016 U.S. presidential election; traveled to the United States under false pretenses in 2014.",
401,"Bossert, Thomas (Tom) Former",Homeland security advisor to the President who also served as a senior official on the Presidential Transition Team.,
402,"Boyarkin, Viktor",Employee of Russian oligarch Oleg Deripaska.,
402,"Boyd, Charles","Chairman of the board of directors at the Center for the National Interest, a U.S.-based think tank with operations in and connections to Russia.",
402,"Boyko, Yuriy",Member of the Ukrainian political party Opposition Bloc and member of the Ukrainian parliament.,
402,"Brand, Rachel",Associate Attorney General (May 2017 - Feb. 2018).,
402,"Browder, William (Bill)","Founder of Hermitage Capital Management who lobbied in favor of the Magnitsky Act, which imposed financial and travel sanctions on Russian officials.",
402,"Bulatov, Alexander",Russian intelligence official who associated with Carter Page in 2008.,
402,"Burchik, Mikhail","Executive director of the Internet Research Agency, which engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
402,"Burck, William","Personal attorney to Don McGahn, White House Counsel.",
402,"Burnham, James",Attorney in the White House Counsel's Office who attended January 2017 meetings between Sally Yates and Donald McGahn.,
402,"Burt, Richard",Former U.S. ambassador who had done work Alfa-Bank and was a board member of the Center for the National Interest.,
402,"Bystrov, Mikhail","General director of the Internet Research Agency, which engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
402,"Calamari, Matt",Chief operating officer for the Trump Organization.,
402,"Caputo, Michael",Trump Campaign advisor.,
402,"Chaika, Yuri",Prosecutor general of the Russian Federation who also maintained a relationship with Aras Agalarov.,
402,"Christie, Chris",Former Governor of New Jersey.,
402,"Clapper, James",Director of National Intelligence (Aug. 2010 -- Jan. 2017).,
402,"Clovis, Samuel Jr.",Chief policy advisor and national co-chair of the Trump Campaign.,
402,"Coats, Dan",Director of National Intelligence.,
402,"Cobb, Ty",Special Counsel to the President (July 2017 -- May 2018).,
402,"Cohen, Michael",Former vice president to the Trump Organization and special counsel to Donald Trump who spearheaded an effort to build a Trump-branded property in Moscow. He admitted to lying to Congress about the project.,
402,"Comey, James Jr.","Director of the Federal Bureau of Investigation (Sept. 4, 2013 - May 9, 2017).",
403,"Conway, Kellyanne",Counselor to President Trump and manager of the Trump Campaign.,
403,"Corallo, Mark",Spokesman for President Trump's personal legal team (June 2017 - July 2017).,
403,"Costello, Robert",Author and political commentator who formerly worked for WorldNet Daily and Info Wars. [Harm to Ongoing Matter],"Attorney who represented he had a close relationship with Rudolph Giuliani, the President's personal counsel."
403,"Credico, Randolph (Randy)",Radio talk show host who interviewed Julian Assange in 2016. [Harm to Ongoing Matter],
403,"Davis, Richard (Rick) Jr.","Partner with Pegasus Sustainable Century Merchant Bank, business partner of Paul Manafort, and co-founder of the Davis Manafort lobbying firm.",
403,"Dearborn, Rick",Former White House deputy chief of staff for policy who previously served as chief of staff to Senator Jeff Sessions.,
403,"Dempsey, Michael","Office of Director of National Intelligence official who recalled discussions with Dan Coats after Coats's meeting with President Trump on March 22, 2017.",
403,"Denman, Diana",Delegate to 2016 Republican National Convention who proposed a platform plank amendment that included armed support for Ukraine.,
403,"Deripaska, Oleg",Russian businessman with ties to Vladimir Putin who hired Paul Manafort for consulting work between 2005 and 2009.,
403,"Dhillon, Uttam",Attorney in the White House Counsel's Office (Jan. 2017 -- June 2018).,
403,"Dmitriev, Kirill","Head of the Russian Direct Investment Fund (RDIF); met with Erik Prince in the Seychelles in January 2017 and, separately, drafted a U.S.- Russia reconciliation plan with Rick Gerson.",
403,"Donaldson, Annie",Chief of staff to White House Counsel Donald McGahn (Jan. 2017 - Dec. 2018).,
403,"Dvorkovich, Arkady",Deputy prime minister of the Russian Federation and chairman of the board of directors of the New Economic School in Moscow. He met with Carter Page twice in 2016.,
403,"Dvoskin, Evgeney",Executive of Genbank in Crimea and associate of Felix Sater.,
403,"Eisenberg, John",Attorney in the White House Counsel's Office and legal counsel for the National Security Council.,
403,"Erchova, Lana (a/k/a Lana Alexander)",Ex-wife of Dmitry Klokov who emailed Ivanka Trump to introduce Klokov to the Trump Campaign in the fall of 2015.,
404,"Fabrizio, Anthony (Tony)","Partner at the research and consulting firm Fabrizio, Lee & Associates.",
404,"Fishbein, Jason","He was a pollster for the Trump Campaign and worked with Paul Manafort on Ukraine-related polling after the election, Attorney who performed worked for Julian Assange and also sent WikiLeaks a password for an unlaunched website Putin Trump.org on September 20, 2016.",
404,"Flynn, Michael G. (a/k/a Michael Flynn Jr.)","Son of Michael T. Flynn, National Security Advisor (Jan. 20, 2017 - Feb. 13, 2017).",
404,"Flynn, Michael T.","National Security Advisor (Jan. 20, 2017 - Feb. 13, 2017), Director of the Defense Intelligence Agency (July 2012 - Aug. 7, 2014), and Trump Campaign advisor. He pleaded guilty to lying to the FBI about communications with Ambassador Sergey Kislyak in December 2016.",
404,"Foresman, Robert (Bob)","Investment banker who sought meetings with the Trump Campaign in spring 2016 to discuss Russian foreign policy, and after the election met with Michael Flynn.",
404,"Futerfas, Alan",Outside counsel for the Trump Organization and subsequently personal counsel for Donald Trump Jr.,
404,"Garten, Alan",General counsel of the Trump Organization.,
404,"Gates, Richard (Rick) III","Deputy campaign manager for Trump Campaign, Trump Inaugural Committee deputy chairman, and longtime employee of Paul Manafort. He pleaded guilty to conspiring to defraud the United States and violate U.S. laws, as well as making false statements to the FBI.",
404,"Gerson, Richard (Rick)","New York hedge fund manager and associate of Jared Kushner. During the transition period, he worked with Kirill Dmitriev on a proposal for reconciliation between the United States and Russia.",
404,"Gistaro, Edward",Deputy Director of National Intelligence for Intelligence Integration.,
404,"Glassner, Michael",Political director of the Trump Campaign who helped introduce George Papadopoulos to others in the Trump Campaign.,
404,"Goldstone, Robert","Publicist for Emin Agalarov who contacted Donald Trump Jr. to arrange the June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya and Trump Campaign officials.",
404,"Gordon, Jeffrey (J.D.)",National security advisor to the Trump Campaign involved in changes to the Republican party platform and who communicated with Russian Ambassador Sergey Kislyak at the Republican National Convention.,
404,"Gorkov, Sergey","Chairman of Vnesheconombank (VEB), a Russian state-owned bank, who met with Jared Kushner during the transition period.",
404,"Graff, Rhona",Senior vice-president and executive assistant to Donald J. Trump at the Trump Organization.,
405,[Harm to Ongoing Matter],[Harm to Ongoing Matter],
405,"Hawker, Jonathan",Public relations consultant at FTI Consulting; worked with Davis Manafort International LLC on public relations campaign in Ukraine.,
405,"Heilbrunn, Jacob","Editor of the National Interest, the periodical that officially hosted candidate Trump's April 2016 foreign policy speech.",
405,"Hicks, Hope",White House communications director (Aug. 2017 -- Mar. 2018) and press secretary for the Trump Campaign.,
405,"Holt, Lester","NBC News anchor who interviewed President Trump on May 11, 2017.",
405,"Hunt, Jody",Chief of staff to Attorney General Jeff Sessions (Feb. 2017 - Oct. 2017).,
405,"Ivanov, Igor","President of the Russian International Affairs Council and former Russian foreign minister. Ivan Timofeev told George Papadopoulos that Ivanov advised on arranging a ""Moscow visit"" for the Trump Campaign.",
405,"Ivanov, Sergei","Special representative of Vladimir Putin, former Russian deputy prime minister, and former FSB deputy director. In January 2016, Michael Cohen emailed the Kremlin requesting to speak to Ivanov.",
405,"Kasowitz, Marc",President Trump's personal counsel (May 2017 -- July 2017).,
405,"Katsyv, Denis",Son of Peter Katsyv; owner of Russian company Prevezon Holdings Ltd. and associate of Natalia Veselnitskaya.,
405,"Katsyv, Peter",Russian businessman and father of Denis Katsyv.,
405,[Harm to Ongoing Matter],[Harm to Ongoing Matter],
405,"Kaveladze, Irakli (Ike)","Vice president at Crocus Group and Aras Agalarov's deputy in the United States. He participated in the June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya and Trump Campaign officials.",
405,"Kaverzina, Irina","Employee of the Internet Research Agency, which engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
405,"Kelly, John",White House chief of staff (July 2017 -- Jan. 2019).,
405,"Khalilzad, Zalmay",U.S. special representative to Afghanistan and former U.S. ambassador. He met with Senator Jeff Sessions during foreign policy dinners put together through the Center for the National Interest.,
405,"Kilimnik, Konstantin",Russian-Ukrainian political consultant and long-time employee of Paul Manafort assessed by the FBI to have ties to Russian intelligence.,
405,"Kislyak, Sergey",Former Russian ambassador to the United States and current Russian senator from Mordovia.,
405,"Klimentov, Denis",Employee of the New Economic School who informed high-ranking Russian government officials of Carter Page's July 2016 visit to Moscow.,
406,"Klimentov, Dmitri",Brother of Denis Klimentov who contacted Kremlin press secretary Dmitri Peskov about Carter Page's July 2016 visit to Moscow.,
406,"Klokov, Dmitry",Executive for PJSC Federal Grid Company of Unified Energy System and former aide to Russia's minister of energy. He communicated with Michael Cohen about a possible meeting between Vladimir Putin and candidate Trump.,
406,"Kobyakov, Anton",Advisor to Vladimir Putin and member of the Roscongress Foundation who invited candidate Trump to the St. Petersburg International Economic Forum.,
406,"Krickovic, Andrej",Professor at the Higher School of Economics who recommended that Carter Page give a July 2016 commencement address in Moscow.,
406,"Krylova, Aleksandra","Internet Research Agency employee who worked on ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election; traveled to the United States under false pretenses in 2014.",
406,"Kushner, Jare",President Trump's son-in-law and senior advisor to the President.,
406,"Kuznetsov, Sergey","Russian government official at the Russian Embassy to the United States who transmitted Vladimir Putin's congratulations to President-Elect Trump for his electoral victory on November 9, 2016.",
406,"Landrum, Pete",Advisor to Senator Jeff Sessions who attended the September 2016 meeting between Sessions and Russian Ambassador Sergey Kislyak.,
406,"Lavrov, Sergey",Russian minister of foreign affairs and former permanent representative of Russia to the United Nations.,
406,"Ledeen, Barbara",Senate staffer and associate of Michael Flynn who sought to obtain Hillary Clinton emails during the 2016 U.S. presidential campaign period.,
406,"Ledeen, Michael",Member of the Presidential Transition Team who advised on foreign policy and national security matters.,
406,"Ledgett, Richard","Deputy director of the National Security Agency (Jan. 2014 - Apr, 2017); present when President Trump called Michael Rogers on March 26, 2017.",
406,"Lewandowski, Corey",Campaign manager for the Trump Campaign (Jan. 2015 -- June 2016).,
406,"Luff, Sandra",Legislative director for Senator Jeff Sessions; attended a September 2016 meeting between Sessions and Russian Ambassador Sergey Kislyak.,
406,"Lyovochkin, Serhiy","Member of Ukrainian parliament and member of Ukrainian political party, Opposition Bloc Party.",
406,"Magnitsky, Sergei","Russian tax specialist who alleged Russian government corruption and died in Russian police custody in 2009. His death prompted passage of the Magnitsky Act, which imposed financial and travel sanctions on Russian officials.",
407,"Malloch, Theodore (Ted)",Chief executive officer of Global Fiduciary Governance and the Roosevelt Group. He was a London-based associate of Jerome Corsi.,
407,"Manafort, Paul Jr.",Trump campaign member (March 2016 -- Aug. 2016) and chairman and chief strategist (May 2016 -- Aug. 2016).,
407,"Mashburn, John",Trump administration official and former policy director to the Trump Campaign.,
407,"McCabe, Andrew",Acting director of the FBI (May 2017 -- Aug. 2017); deputy director of the FBI (Feb. 2016 - Jan. 2018).,
407,"McCord, Mary",Acting Assistant Attorney General (Oct. 2016 -- May 2017).,
407,"McFarland, Kathleen (K.T.)",Deputy White House National Security Advisor (Jan. 2017 - May 2017).,
407,"McGahn, Donald (Don)",White House Counsel (Jan. 2017 - Oct. 2018).,
407,"Medvedev, Dmitry","Mifsud, Joseph Prime Minister of Russia.",
407,"Melnik, Yuriy","Spokesperson for the Russian Embassy in Washington, D.C., who connected with George Papadopoulos on social media.",
407,"Mifsud, Joseph","Maltese national and former London-based professor who, immediately after returning from Moscow in April 2016, told George Papadopoulos that the Russians had ""dirt"" in the form of thousands of Clinton emails.",
407,"Miller, Matt",Trump Campaign staff member who was present at the meeting of the National Security and Defense Platform Subcommittee in July 2016.,
407,"Miller, Stephen",Senior advisor to the President.,
407,"Millian, Sergei",Founder of the Russian American Chamber of Commerce who met with George Papadopoulos during the campaign.,
407,"Mnuchin, Steven",Secretary of the Treasury.,
407,Harm to Ongoing Matter],[Harm to Ongoing Matter],
407,"Muller-Maguhn, Andrew","Member of hacker association Chaos Computer Club and associate of Julian Assange, founder of WikiLeaks.",
407,"Nader, George",Advisor to the United Arab Emirates's Crown Prince who arranged a meeting between Kirill Dmitriev and Erik Prince during the transition period.,
407,"Netyksho, Viktor",Russian military officer in command of a unit involved in Russian hack-and-release operations to interfere in the 2016 U.S. presidential election.,
408,"Oganov, Georgiy","Oknyansky, Henry (a/k/a Henry Greenberg) Page, Carter Advisor to Oleg Deripaska and a board member of investment company Basic Element. He met with Paul Manafort in Spain in early 2017.",
408,"Oknyansky, Henry (a/k/a Henry Greenberg)",Florida-based Russian individual who claimed to have derogatory information pertaining to Hillary Clinton. He met with Roger Stone in May 2016.,
408,"Page, Carter",Foreign policy advisor to the Trump Campaign who advocated pro- Russian views and made July 2016 and December 2016 visits to Moscow.,
408,"Papadopoulos, George","Foreign policy advisor to the Trump Campaign who received information from Joseph Mifsud that Russians had ""dirt"" in the form of thousands of Clinton emails. He pleaded guilty to lying to the FBI about his contact with Mifsud.",
408,"Parscale, Bradley",Digital media director for the 2016 Trump Campaign.,
408,"Patten, William (Sam) Jr.",Lobbyist and business partner of Konstantin Kilimnik.,
408,"Peskov, Dmitry",Deputy chief of staff of and press secretary for the Russian presidential administration.,
408,"Phares, Walid",Foreign policy advisor to the Trump Campaign and co-secretary general of the Transatlantic Parliamentary Group on Counterterrorism (TAG).,
408,"Pinedo, Richard",U.S. person who pleaded guilty to a single-count information of identity fraud.,
408,"Podesta, John Jr.",Clinton campaign chairman whose email account was hacked by the GRU. WikiLeaks released his stolen emails during the 2016 campaign.,
408,"Podobnyy, Victor",Russian intelligence officer who interacted with Carter Page while operating inside the United States; later charged in 2015 with conspiring to act as an unregistered agent of Russia.,
408,"Poliakova, Elena",Personal assistant to Dmitry Peskov who responded to Michael Cohen's outreach about the Trump Tower Moscow project in January 2016.,
408,"Polonskaya, Olga",Russian national introduced to George Papadopoulos by Joseph Mifsud as an individual with connections to Vladimir Putin.,
408,"Pompeo, Michael",U.S. Secretary of State; director of the Central Intelligence Agency (Jan. 2017 - Apr. 2018).,
408,"Porter, Robert",White House staff secretary (Jan. 2017 - Feb. 2018).,
408,"Priebus, Reince",White House chief of staff (Jan. 2017 - July 2017); chair of the Republican National Committee (Jan. 2011 - Jan. 2017).,
408,"Prigozhin, Yevgeniy","Head of Russian companies Concord Catering and Concord Management and Consulting; supported and financed the Internet Research Agency, which engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
409,"Prikhodko, Sergei","First deputy head of the Russian Government Office and former Russian deputy prime minister. In January 2016, he invited candidate Trump to the St. Petersburg International Economic Forum.",
409,"Prince, Erik",Businessman and Trump Campaign supporter who met with Presidential Transition Team officials after the election and traveled to the Seychelles to meet with Kirill Dmitriev in January 2017.,
409,"Raffel, Josh",White House communications advisor (Apr. 2017 - Feb. 2018).,
409,"Rasin, Alexei",Ukrainian associate of Henry Oknyansky who claimed to possess derogatory information regarding Hillary Clinton.,
409,"Rogers, Michael",Director of the National Security Agency (Apr. 2014 - May 2018).,
409,"Rosenstein, Rod",Deputy Attorney General (Apr. 2017-present); Acting Attorney General for the Russian election interference investigation (May 2017 - Nov. 2018).,
409,"Rozov, Andrei","Chairman of I.C. Expert Investment Company, a Russian real-estate development corporation that signed a letter of intent for the Trump Tower Moscow project in 2015.",
409,"Rtskhiladze, Giorgi","Executive of the Silk Road Transatlantic Alliance, LLC who communicated with Cohen about a Trump Tower Moscow proposal.",
409,"Ruddy, Christopher",Chief executive of Newsmax Media and associate of President Trump.,
409,"Rybicki, James",FBI chief of staff (May 2015 - Feb. 2018).,
409,"Samochornov, Anatoli","Translator who worked with Natalia Veselnitskaya and attended a June 9, 2016 meeting at Trump Tower between Veselnitskaya and Trump Campaign officials.",
409,"Sanders, Sarah Huckabee",White House press secretary (July 2017 - present).,
409,"Sater, Felix",Real-estate advisor who worked with Michael Cohen to pursue a Trump Tower Moscow project.,
409,"Saunders, Paul J.",Executive with the Center for the National Interest who worked on outlines and logistics of candidate Trump's April 2016 foreign policy speech.,
409,"Sechin, Igor","Executive chairman of Rosneft, a Russian-stated owned oil company.",
409,"Sessions, Jefferson",Attorney General (Feb. 2017 -- Nov. 2018); U.S. Senator (Jan. 1997 -- III (Jeff) Feb. 2017); head of the Trump Campaign's foreign policy advisory team.,
409,"Shoygu, Sergey",Russian Minister of Defense.,
409,"Simes, Dimitri",President and chief executive officer of the Center for the National Interest.,
410,"Smith, Peter",Investment banker active in Republican politics who sought to obtain Hillary Clinton emails during the 2016 U.S. presidential campaign period.,
410,"Spicer, Sean",White House press secretary and communications director (Jan. 2017 -- July 2017).,
410,"Stone, Roger",Advisor to the Trump Campaign [Harm to Ongoing Matter],
410,"Tillerson, Rex",U.S. Secretary of State (Feb. 2017 - Mar. 2018).,
410,"Timofeev, Ivan","Director of programs at the Russian International Affairs Council and program director of the Valdai Discussion Club who communicated in 2016 with George Papadopoulos, attempting to arrange a meeting between the Russian government and the Trump Campaign.",
410,"Trump, Donald Jr.","President Trump's son; trustee and executive vice president of the Trump Organization; helped arrange and attended the June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya and Trump Campaign officials.",
410,"Trump, Eric",President Trump's son; trustee and executive vice president of the Trump Organization.,
410,"Trump, Ivanka",President Trump's daughter; advisor to the President and former executive vice president of the Trump Organization.,
410,"Ushakov, Yuri",Aide to Vladimir Putin and former Russian ambassador to the United Viktorovich States; identified to the Presidential Transition Team as the proposed channel to the Russian government.,
410,"Vaino, Anton",Chief of staff to Russian president Vladimir Putin.,
410,"Van der Zwaan, Alexander","Former attorney at Skadden, Arps, Slate, Meagher & Flom, LLP; worked with Paul Manafort and Rick Gates.",
410,"Vargas, Catherine",Executive assistant to Jared Kushner.,
410,"Vasilchenko, Gleb","Internet Research Agency employee who engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
410,"Veselnitskaya, Natalia","Russian attorney who advocated for the repeal of the Magnitsky Act and was the principal speaker at the June 9, 2016 meeting at Trump Tower with Trump Campaign officials.",
410,"Weber, Shlomo",Rector of the New Economic School (NES) in Moscow who invited Carter Page to speak at NES commencement in July 2016.,
